slug,question,outcomes,volume,startDate,endDate,clobTokenIds
will-joe-bidens-538-approval-rating-be-between-39pt1-39pt5-on-january-7,Will Joe Biden's 538 approval rating be between 39.1-39.5% on January 7?,"[""Yes"", ""No""]",1100.2431339999998,2023-12-22T00:24:00Z,2024-01-07T00:00:00Z,"[""55459353849971650122489087284828884240324754509201866734403365327859283082772"", ""83928767421803014278497071693695523244301457971775763542795497405249646590449""]"
will-joe-bidens-538-approval-rating-be-greater-than-39pt5-on-january-7,Will Joe Biden's 538 approval rating be greater than 39.5% on January 7?,"[""Yes"", ""No""]",3817.12299,2023-12-22T00:24:00Z,2024-01-07T00:00:00Z,"[""14828565033594361779786319574027449715355535078829147661685578056141401395120"", ""81256759503895525404656414300039097545414153997048374125311404077142287764346""]"
fed-rate-cut-by-january-31,Fed rate cut by January 31?,"[""Yes"", ""No""]",413985.13366299996,2023-12-21T22:46:12.531Z,2024-01-31T00:00:00Z,"[""96773553599410207941831696002112734445704248629985632840504836213815480091004"", ""84277074783753834878305554447437544823963326050227245439008586608817270769753""]"
cz-jail-before-march,CZ jail before March?,"[""Yes"", ""No""]",382872.442652,2023-12-27T18:43:07.071Z,2024-02-29T00:00:00Z,"[""60174076937390905552690608692814350015122558555297688802719141554197263362452"", ""85483326121109232314688406974704204343849160658887947625123472216438986017133""]"
will-us-attack-yemen-before-february,Will US attack Yemen before February?,"[""Yes"", ""No""]",8063.660041,2023-12-26T18:25:25.141Z,2024-01-31T00:00:00Z,"[""111715984976985228576756938656211330961409392634291588719398247869191460742903"", ""19222810667899102890597086659095447486503060649410817348818748821541825565737""]"
will-eth-hit-2500-by-jan-31,"Will ETH hit $2,500 by Jan 31?","[""Yes"", ""No""]",70668.606928,2023-12-26T18:59:44.232Z,2024-01-31T00:00:00Z,"[""7997395196233325170552952589378948618705667101010471565492705950276227736679"", ""13544581544412451025351678303618689652956012661822906279235637782261378959350""]"
will-btc-hit-50000-by-jan-31,"Will BTC hit $50,000 by Jan 31?","[""Yes"", ""No""]",878477.5241980001,2023-12-26T19:05:56.173Z,2024-01-31T00:00:00Z,"[""14171526779764463193414954009477097681489642783236590429789737198044761850600"", ""69588551152589079224026048976255431795172582980964426874197689730453689454095""]"
will-sol-outperform-eth-in-january,Will SOL outperform ETH in January?,"[""Yes"", ""No""]",21682.907924,2023-12-26T19:49:07.476Z,2024-01-31T00:00:00Z,"[""93341677996693629988104529015788571652885981340960152890931042029046792748612"", ""37282453372988326770170542386728302635306599722603983062730013153657343310653""]"
jupiter-airdrop-by-jan-31,Jupiter airdrop by Jan 31?,"[""Yes"", ""No""]",12036.373185,2023-12-26T20:13:33.632Z,2024-01-31T00:00:00Z,"[""92113925275021500890587111767660891636240271872852325508993207042320559074877"", ""90173300389074727689482783763014196230639615941197191187588881327628141448154""]"
all-i-want-for-christmas-is-you-1-on-billboard-hot-100-first-week-of-2024,“All I want for Christmas is You” #1 on Billboard Hot 100 first week of 2024?,"[""Yes"", ""No""]",97476.01255099999,2023-12-27T19:32:47.438Z,2024-01-06T00:00:00Z,"[""64326722775042165157384871272644977312794661011409421288816646710291433353590"", ""8578181191072435010789641994201388970188520989151926990442509580664834403080""]"
will-kanye-release-vultures-by-jan-12,Will Kanye release ‘Vultures’ by Jan 12?,"[""Yes"", ""No""]",9212.965507,2023-12-26T21:39:27.608Z,2024-01-12T00:00:00Z,"[""10248237470812944087890954459812577145566736293708483825807577031903286798354"", ""54435059938355790335641972314576768309911920379770230584707666014222081907264""]"
will-ye-say-something-antisemitic-before-february,Will Ye say something antisemitic before February?,"[""Yes"", ""No""]",74954.88234000001,2023-12-27T18:40:22.28Z,2024-01-31T00:00:00Z,"[""100198097737224138478250936898791788118765794914345959956355755224628311021232"", ""46795760016663366591977886210533250277377764439551089827674619947774260856586""]"
will-kanye-release-vultures-by-jan-31,Will Kanye release ‘Vultures’ by Jan 31?,"[""Yes"", ""No""]",3934.32945,2023-12-26T22:23:07.96Z,2024-01-31T00:00:00Z,"[""111054301133928089284108475836254903170690469730483306623738696601999761106920"", ""12198334979083749573125111883238518588444600982919097697774394508391383504295""]"
will-spacexs-starship-launch-before-march,Will SpaceX's Starship launch before March?,"[""Yes"", ""No""]",110285.054191,2023-12-27T19:56:02.067Z,2024-02-29T00:00:00Z,"[""49610402264187757796011239157652302173976898131925034689284237340139731321206"", ""20633819521313363357512738011857775960932771458829483157446416463065468402249""]"
will-vivek-drop-out-of-presidential-race-before-february,Will Vivek drop out of presidential race before February?,"[""Yes"", ""No""]",44407.583042,2023-12-27T17:04:29.903Z,2024-01-31T00:00:00Z,"[""12088507857604102248703121675771772404997398812384966585197178358714706375662"", ""21363946565889640234455369381596140962298688186290312549623972813916977798332""]"
another-israel-x-hamas-ceasefire-by-jan-15,Another Israel x Hamas ceasefire by Jan 15?,"[""Yes"", ""No""]",18199.239692,2023-12-27T17:18:07.698Z,2024-01-15T00:00:00Z,"[""65378096045963113485022538940688747987168954262413669531570447990455823024082"", ""84732220690272685992478641108856190460620209463222849803811277256856089463265""]"
claudine-gay-out-as-harvard-president-by-jan-15,Claudine Gay out as Harvard President by Jan 15?,"[""Yes"", ""No""]",11111.385026,2023-12-27T18:47:11.461Z,2024-01-15T00:00:00Z,"[""66905059948186134493548984113499453965573771122690113911425728974746563663080"", ""61282003466225873768983401639157541980544005272500145402116496582008461362542""]"
will-haley-beat-desantis-in-iowa,Will Haley beat DeSantis in Iowa?,"[""Yes"", ""No""]",4338.134069,2023-12-28T19:00:58.929Z,2024-01-15T00:00:00Z,"[""67960172523323154029790385782144840105974115423684959715122073185136892372270"", ""91601012963066931725473714214301821863270463440090412895541820835776812934592""]"
will-google-announce-1000-new-layoffs-before-february,Will Google announce 1000+ new layoffs before February?,"[""Yes"", ""No""]",25372.899371,2023-12-27T18:55:05.01Z,2024-01-31T00:00:00Z,"[""43182946315927044022918695724221090043975792878631025045067457468344404344217"", ""3877032198185190513641781199739003634998680930408367240351570945847520106964""]"
will-ukraine-receive-f-16s-by-end-of-january,Will Ukraine receive F-16s by end of January?,"[""Yes"", ""No""]",22396.426167999998,2023-12-27T19:03:57.123Z,2024-01-31T00:00:00Z,"[""85351568937327089108341395613973795437362415610424446987697619942244023210925"", ""54784298717369690766668238655671154493106565001245075142693650416927482513781""]"
bonk-all-time-high-before-february,$BONK all time high before February?,"[""Yes"", ""No""]",7847.389625,2023-12-27T19:31:39.228Z,2024-01-31T00:00:00Z,"[""98193568227711595122372192588336226587576218845298060794053004594934650476737"", ""43727709675000146121181239068661977805063287045113488182703331940945192524422""]"
wif-all-time-high-before-february,$WIF all time high before February?,"[""Yes"", ""No""]",17988.837209999998,2023-12-27T20:04:23.53Z,2024-01-31T00:00:00Z,"[""114619611216007269596748206077057012994883794556364862025594672787523949414485"", ""77331670467349781417513750232854129549550018926533263798811194134195422140687""]"
hamas-lose-power-in-gaza-before-february,Hamas lose power in Gaza before February?,"[""Yes"", ""No""]",731344.6593909999,2023-12-29T16:36:02.666Z,2024-01-31T00:00:00Z,"[""95577631544298202792999152213340272106857302250588429760823532054585435869773"", ""263346672670779901374942226488208371112312958613969805745857197313367077241""]"
bitcoin-hpos10i-all-time-high-by-jan-31,$Bitcoin (Hpos10i) all time high by Jan 31?,"[""Yes"", ""No""]",6242.035083,2023-12-28T21:50:24.442Z,2024-01-31T00:00:00Z,"[""99547519694720374931094784757319895374764156198442628317736377210445766892483"", ""37674417540812169391963722976809844304946254960968391420384838141480182937309""]"
spx6900-all-time-high-by-jan-31,$SPX6900 all time high by Jan 31?,"[""Yes"", ""No""]",12194.012,2023-12-28T21:57:27.043Z,2024-01-31T00:00:00Z,"[""100515740736027841128050698683475178312172927124071533940346950615155849607923"", ""75642892154851154651494701938414912222951795057544469353608681147666047605922""]"
soleth-new-high-by-jan-31,SOL/ETH new high by Jan 31?,"[""Yes"", ""No""]",8150.006745000001,2023-12-29T00:32:02.74Z,2024-01-31T00:00:00Z,"[""32491489359781061157190050838959495784761814704540602309033375442277700652924"", ""82524561364568374539911705349350669138320701256733305831769561216131163959177""]"
will-a-world-leader-shit-themselves-before-march,Will a world leader shit themselves before March?,"[""Yes"", ""No""]",5782.883598,2023-12-29T16:20:06.765Z,2024-02-29T00:00:00Z,"[""112635157662480633846337725453638824791438087706980725997021775520583010216761"", ""53511949110889922095980433318281571846755308063692337742092071235114051222416""]"
will-trump-say-a-racial-slur-before-february,Will Trump say a racial slur before February?,"[""Yes"", ""No""]",26898.264252,2023-12-29T16:33:04.35Z,2024-01-31T00:00:00Z,"[""94142222950115687243503296461588639581304497215554470523901990777910468150410"", ""15173632065247572530759923742934660121377261360321168893725556489718936063588""]"
will-iran-officially-join-the-war-before-february,Will Iran officially join the war before February?,"[""Yes"", ""No""]",63916.605699,2023-12-29T16:43:54.747Z,2024-01-31T00:00:00Z,"[""12182886161489035529349527056688066348805079140441162336286704103872050917329"", ""91133759637708438375324518867310770286190390292892801083824308819598865335087""]"
will-solana-go-down-in-january,Will Solana Network go down in January?,"[""Yes"", ""No""]",61630.36048,2024-01-02T18:37:48.96Z,2024-01-31T00:00:00Z,"[""113455412898223493406434720659255305355706540735659514130870783750203315422783"", ""82867506976127500615321316198851168891195773336589356697157779918984309950226""]"
any-hamas-leader-out-in-january,Any Hamas leader out in January?,"[""Yes"", ""No""]",3748.514158,2024-01-02T21:22:03.475Z,2024-01-31T00:00:00Z,"[""93000304878834665338298639812103623946471787125158169299806524643499377602076"", ""34673339775286541717694030209619770285574861972635301885667891214703454609925""]"
who-will-get-more-votes-in-taiwan-election-hou-yu-ih-or-ko-wen-je,Who will get more votes in Taiwan Election: Hou Yu-ih (侯友宜) or Ko Wen-je (柯文哲)?,"[""Yu-ih"", ""Wen-je""]",849344.7181909999,2024-01-02T21:28:23.143Z,2024-01-13T00:00:00Z,"[""12727973314120726556723915908201615195553902437551989239427327989648746113749"", ""47811112609395364149516139529596296010558314418857002552082147364426595768315""]"
college-football-championship-michigan-vs-washington,College Football Championship: Michigan vs. Washington,"[""Michigan"", ""Washington""]",9768.101004,2024-01-02T23:10:54.73Z,2024-01-08T00:00:00Z,"[""17944110175421519900390196305343379873049760674882037989821433488046704269709"", ""2605591898325016787269962483559799433922795585721661036902880869189208783116""]"
will-the-epstein-documents-name-jimmy-kimmel,Will the Epstein documents name Jimmy Kimmel?,"[""Yes"", ""No""]",30052.31721,2024-01-03T14:11:38.915Z,2024-02-29T00:00:00Z,"[""111510782585244658008089604534093942674978544083541387815501713698521079476059"", ""72335547074876471656615918779298675499530199106810460914222107714301184380425""]"
will-hezbollah-deploy-ground-forces-in-israel-in-january,Will Hezbollah deploy ground forces in Israel in January?,"[""Yes"", ""No""]",68624.964824,2024-01-03T15:08:19.715Z,2024-01-31T00:00:00Z,"[""68803578459973781888542293099829945843387468990154194451546876770208156156702"", ""108512422338355203532513003061549734148123513682668180225465383875437704872490""]"
will-maersk-resume-shipping-through-red-sea-by-jan-15,Will Maersk resume shipping through Red Sea by Jan 15?,"[""Yes"", ""No""]",23560.320361,2024-01-03T16:42:16.962Z,2024-01-15T00:00:00Z,"[""57556930285071507936942669694908634103421097627491313002152467615645933517716"", ""70614678113343961460156376134911430921813631662184634308798047163014733926645""]"
bangladesh-election-sheikh-hasina-reelected-as-prime-minister,Bangladesh Election: Sheikh Hasina reelected as Prime Minister?,"[""Yes"", ""No""]",3412.547553,2024-01-03T16:51:11.352Z,2024-01-07T00:00:00Z,"[""77579023030481808713157299856904666935659402778690447267168064990464959637487"", ""84918937276722466668345809317741201293990067639543307405792355094652921777438""]"
bill-clinton-arrested-by-jan-10,Bill Clinton arrested by Jan 10?,"[""Yes"", ""No""]",5432.709997,2024-01-04T00:51:16.903Z,2024-01-10T00:00:00Z,"[""19616634444013940301477739963798763165926357861169683201326814606590327727019"", ""43831563912116019811219747680916397328397068916325037692962232124150020925102""]"
will-the-dallas-cowboys-win-super-bowl-lviii,Will the Dallas Cowboys win Super Bowl LVIII?,"[""Yes"", ""No""]",2987.479144,2024-01-06T09:10:00Z,2024-02-10T00:00:00Z,"[""4950762496470478566610777725311003613743307376425023725744579510358158941356"", ""41135155246943332100535031729298526504136703374502059262960036159943878352703""]"
will-the-san-francisco-49ers-win-super-bowl-lviii,Will the San Francisco 49ers win Super Bowl LVIII?,"[""Yes"", ""No""]",284791.831444,2024-01-06T09:10:00Z,2024-02-10T00:00:00Z,"[""64955247988143243312632765692150787746098735228034515224189452858757703266942"", ""44664413195744192466250720940055009112711233677722525534828260517078703342911""]"
will-nikki-haley-win-the-new-hampshire-republican-primary,Will Nikki Haley win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",1305920.9912730001,2024-01-06T00:45:14.024Z,2024-01-23T00:00:00Z,"[""96325662088023507736757831845503919061640918136788420961329585618451305455811"", ""48128111690300402544309107966464444880094839975155848342187085077367194582443""]"
will-donald-trump-win-the-new-hampshire-republican-primary,Will Donald Trump win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",1385145.330377,2024-01-06T00:46:44.373Z,2024-01-23T00:00:00Z,"[""95554344590529138183089561969440537186299235132965533328635402810882462531585"", ""48591456104798351906978594413101073142212524400399728595436423035858997789951""]"
will-ron-desantis-win-the-new-hampshire-republican-primary,Will Ron DeSantis win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",702175.69094,2024-01-06T00:46:57.528Z,2024-01-23T00:00:00Z,"[""56544659390508548397591187677948538687813947616419392306336440172425040748059"", ""8184915452381917772958714850684248450046852155433319547800558628738535533432""]"
will-chris-christie-win-the-new-hampshire-republican-primary,Will Chris Christie win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",61152.102,2024-01-06T00:47:35.801Z,2024-01-23T00:00:00Z,"[""17696543436914099564031154205061609428322990350114344199687786080332066291227"", ""73724080435908483772467173423357944487779734812509520059543256947702832547545""]"
will-vivek-ramaswamy-win-the-new-hampshire-republican-primary,Will Vivek Ramaswamy win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",381188.34650800005,2024-01-06T00:44:35.626Z,2024-01-23T00:00:00Z,"[""40656042148436937287340214959354782928098536507969350453688316253614217627773"", ""87726287557271845003679821985935506893360732430041410673057813049021635163873""]"
will-asa-hutchinson-win-the-new-hampshire-republican-primary,Will Asa Hutchinson win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",497060.755698,2024-01-06T00:48:03.037Z,2024-01-23T00:00:00Z,"[""84264660759977092050269868718296223921669263095381011871944917216620190452225"", ""102518045745740493770578817062150673317845715933553733761364290521660420587317""]"
will-anyone-else-win-the-new-hampshire-republican-primary,Will anyone else win the New Hampshire Republican Primary?,"[""Yes"", ""No""]",833479.606194,2024-01-06T00:54:07.414Z,2024-01-23T00:00:00Z,"[""29094644925421980916374750683906620881395093463647781444836193472477928384355"", ""79538248598253670687020342372806349095955722728614575575968529735152480461370""]"
will-the-baltimore-ravens-win-super-bowl-lviii,Will the Baltimore Ravens win Super Bowl LVIII?,"[""Yes"", ""No""]",150606.769302,2024-01-06T09:11:00Z,2024-02-10T00:00:00Z,"[""75537808843509878926664397252947048666078094912394180404937474368167343407112"", ""7957949468724187906058966561714750510061039002371139788024139690629506100602""]"
will-the-buffalo-bills-win-super-bowl-lviii,Will the Buffalo Bills win Super Bowl LVIII?,"[""Yes"", ""No""]",22022.505439999997,2024-01-06T09:11:00Z,2024-02-10T00:00:00Z,"[""33020073066550130440810156747174217104385263834913576476970919794480191010046"", ""76194791474306509488869667706227833991797978875177603104631416841609577702215""]"
will-the-philadelphia-eagles-win-super-bowl-lviii,Will the Philadelphia Eagles win Super Bowl LVIII?,"[""Yes"", ""No""]",13269.693276,2024-01-06T09:11:00Z,2024-02-10T00:00:00Z,"[""28936973833120819862535531126460806159421789553955446136777417563209730553469"", ""9219859235832641870025005491722357784074749000284708723706806569284808545219""]"
will-the-kansas-city-chiefs-win-super-bowl-lviii,Will the Kansas City Chiefs win Super Bowl LVIII?,"[""Yes"", ""No""]",426345.79975,2024-01-06T09:11:00Z,2024-02-10T00:00:00Z,"[""55877311431823645153390591351288018862446307510133783851927694917217495842921"", ""32736691494069650969692830537588150378547329009289671389937957801957720800629""]"
will-the-miami-dolphins-win-super-bowl-lviii,Will the Miami Dolphins win Super Bowl LVIII?,"[""Yes"", ""No""]",18964.550835000002,2024-01-06T09:12:00Z,2024-02-10T00:00:00Z,"[""4448335278035242499101747017603500427271245451271469386924905023999051000845"", ""63553707553499507402367997372902035610455917090912210518515488848696814409919""]"
will-the-detroit-lions-win-super-bowl-lviii,Will the Detroit Lions win Super Bowl LVIII?,"[""Yes"", ""No""]",98303.145877,2024-01-06T09:13:00Z,2024-02-10T00:00:00Z,"[""6006784104665688330011721299597622203661502169206028840057003976073957408917"", ""112937076341305707166830140926585138590755822417961474585872026001105461135074""]"
will-the-jacksonville-jaguars-win-super-bowl-lviii,Will the Jacksonville Jaguars win Super Bowl LVIII?,"[""Yes"", ""No""]",3267.9991529999998,2024-01-06T09:14:00Z,2024-02-10T00:00:00Z,"[""66396006714791852894677482161505653324528953149700351700878981049317702930270"", ""61300813708714423331745956021933197148443645747561759136461343401394729592931""]"
will-the-los-angeles-rams-win-super-bowl-lviii,Will the Los Angeles Rams win Super Bowl LVIII?,"[""Yes"", ""No""]",3222.907349,2024-01-06T09:14:00Z,2024-02-10T00:00:00Z,"[""45750667623382913035644174792239557719458303264574967992217513642843552488385"", ""49154856653687804532352294273765466691437084445885927004819087112221136476681""]"
will-the-cleveland-browns-win-super-bowl-lviii,Will the Cleveland Browns win Super Bowl LVIII?,"[""Yes"", ""No""]",5557.631056,2024-01-06T09:14:00Z,2024-02-10T00:00:00Z,"[""91278083243393214454934702579923868282174355628980683005737175895149389664880"", ""84930322601377032213653868698687448276671681426258845709114096750450538579562""]"
will-the-indianapolis-colts-win-super-bowl-lviii,Will the Indianapolis Colts win Super Bowl LVIII?,"[""Yes"", ""No""]",9113.180764,2024-01-06T09:15:00Z,2024-02-10T00:00:00Z,"[""59451481796507753327625849035021987282135750985301275726551249920302451581337"", ""84552137545594561750473439037132251924713597820579611572733400032719942642761""]"
will-the-houston-texans-win-super-bowl-lviii,Will the Houston Texans win Super Bowl LVIII?,"[""Yes"", ""No""]",84376.024021,2024-01-06T09:15:00Z,2024-02-10T00:00:00Z,"[""37391249595499526331873023940215632010535929564965184591355455952602534336057"", ""20501782650622206382223835863970751977391551542499516768933364828705218872716""]"
will-the-tampa-bay-buccaneers-win-super-bowl-lviii,Will the Tampa Bay Buccaneers win Super Bowl LVIII?,"[""Yes"", ""No""]",38859.347886999996,2024-01-06T09:16:00Z,2024-02-10T00:00:00Z,"[""110027302260146986937501300829950485508757156672290452808449389532712858084375"", ""65489229628241452439205654196999328454346433692235565352739630999461746050411""]"
will-the-new-orleans-saints-win-super-bowl-lviii,Will the New Orleans Saints win Super Bowl LVIII?,"[""Yes"", ""No""]",1053.3333320000002,2024-01-06T09:17:00Z,2024-02-10T00:00:00Z,"[""27934418510130636856884438382620550201402725761974697901580819967409895962568"", ""4745397707471417433480900027004566445938658597089214907457059522125507104704""]"
will-the-green-bay-packers-win-super-bowl-lviii,Will the Green Bay Packers win Super Bowl LVIII?,"[""Yes"", ""No""]",33644.243367999996,2024-01-06T09:17:00Z,2024-02-10T00:00:00Z,"[""40577677016568756614797090989304702500849382519527824654041770100519922487238"", ""68392169162258136219417204502028723723004247306191790817889917309405562964840""]"
will-the-pittsburgh-steelers-win-super-bowl-lviii,Will the Pittsburgh Steelers win Super Bowl LVIII?,"[""Yes"", ""No""]",7724.75313,2024-01-06T09:18:00Z,2024-02-10T00:00:00Z,"[""29130536837157929883985096602308899423857694506041278156427954365381633639895"", ""74052617718046677830906142253326713964938091603836965319642767448039119752141""]"
will-the-seattle-seahawks-win-super-bowl-lviii,Will the Seattle Seahawks win Super Bowl LVIII?,"[""Yes"", ""No""]",1193.333332,2024-01-06T09:18:00Z,2024-02-10T00:00:00Z,"[""38877116895092987457938186434822851621214430997304473023027545425579068827533"", ""46804720827213374314577355136788456742609190541876238615165969119219080477766""]"
will-the-atlanta-falcons-win-super-bowl-lviii,Will the Atlanta Falcons win Super Bowl LVIII?,"[""Yes"", ""No""]",4825.496999999999,2024-01-06T09:18:00Z,2024-02-10T00:00:00Z,"[""63641992418584659866179340866897030991321520454923527219226414355929097972465"", ""44025645831002551114578549689235968547261865491352334280496963412597619017305""]"
will-the-minnesota-vikings-win-super-bowl-lviii,Will the Minnesota Vikings win Super Bowl LVIII?,"[""Yes"", ""No""]",11578.716284,2024-01-06T09:19:00Z,2024-02-10T00:00:00Z,"[""31858013250379945393240312231741582740991269963900487377587212278769114357862"", ""90848406044257929530603660329390260223861401397080957467082418015690465770535""]"
will-texans-vs-colts-go-to-overtime,Will Texans vs. Colts go to overtime?,"[""Yes"", ""No""]",1710.0,2024-01-06T21:52:50.789Z,2024-01-06T00:00:00Z,"[""104066755630622556166064689160669340103826044106384491506232355663981672529279"", ""5011035293921940457706347099099850906277836098178846043168261115521182662899""]"
texans-vs-colts-margin-of-victory-7-13,Texans vs. Colts: Margin of Victory 7-13?,"[""Yes"", ""No""]",1030.300749,2024-01-06T21:54:53.864Z,2024-01-06T00:00:00Z,"[""72758811455733558323012833436981441191315440825971590434961999753911696342826"", ""80588316332129109535063168344865858468622318632699916249367632936888223403123""]"
texans-vs-colts-margin-of-victory-14-20,Texans vs. Colts: Margin of Victory 14-20?,"[""Yes"", ""No""]",1067.692306,2024-01-06T21:55:17.97Z,2024-01-06T00:00:00Z,"[""5895822513895410836408245282447302777474683308200315455158302622638491700315"", ""105492134597168615932992882467753937555580725478804087945215570498127665025254""]"
texans-vs-colts-margin-of-victory-21-29,Texans vs. Colts: Margin of Victory 21-29?,"[""Yes"", ""No""]",1620.0,2024-01-06T21:55:53.34Z,2024-01-06T00:00:00Z,"[""43765956137289228901699050118576432405691164941109097404113676527569376105573"", ""48654811374590982367964081876755417011027159046575528208446191433689089438960""]"
texans-vs-colts-margin-of-victory-30,Texans vs. Colts: Margin of Victory 30+?,"[""Yes"", ""No""]",1645.7142840000001,2024-01-06T21:56:25.008Z,2024-01-06T00:00:00Z,"[""77286900371747646472396763754567370916351418122448695143431565941216601012762"", ""4958059163922195244959018665633690385026191081607131389462009010106060113453""]"
neri-oxmans-mit-degree-revoked,Neri Oxman's MIT degree revoked?,"[""Yes"", ""No""]",6566.345014,2024-01-07T11:10:48.124Z,2024-01-31T00:00:00Z,"[""42382598142136524584374613647657715290344602469198423330268596541351523401215"", ""113305715782954456866322633864384377217345263646420152949718136941767456735185""]"
sec-approves-first-spot-bitcoin-etf-on-jan-8,SEC approves first spot Bitcoin ETF on Jan 8?,"[""Yes"", ""No""]",43429.5666,2024-01-08T19:14:50.404Z,2024-01-08T00:00:00Z,"[""108116229863226325076575375682206281904961137658028521173226207612750025175790"", ""82200326239828606759164602050843145163286172864011365657539670692307845175040""]"
sec-approves-first-spot-bitcoin-etf-on-jan-9,SEC approves first spot Bitcoin ETF on Jan 9?,"[""Yes"", ""No""]",21793.289506,2024-01-08T19:15:33.271Z,2024-01-09T00:00:00Z,"[""42012668690919509200327985614136663391363102579729587194302690854773888606976"", ""11681449516879683479400307281141216814341949810562961042872058291068538475463""]"
sec-approves-first-spot-bitcoin-etf-on-jan-10,SEC approves first spot Bitcoin ETF on Jan 10?,"[""Yes"", ""No""]",957594.5061349999,2024-01-08T19:15:56.782Z,2024-01-10T00:00:00Z,"[""17723060028706211434353196815974529233235154894595948093265217171930153234260"", ""26400117543484880700130942868300127790393765134075052362268938911755192192999""]"
sec-to-not-approve-spot-bitcoin-etf-by-jan-10,SEC to NOT approve spot Bitcoin ETF by Jan 10?,"[""Yes"", ""No""]",121228.220101,2024-01-08T19:16:15.161Z,2024-01-10T00:00:00Z,"[""17215083304929153271500177791059585658696184702468683764206974446986737932399"", ""32274095059888698872520380212671628692281968667108872748790322736046732312167""]"
will-haley-place-2nd-in-the-2024-iowa-caucus,Will Haley place 2nd in the 2024 Iowa Caucus?,"[""Yes"", ""No""]",358510.966317,2024-01-08T20:36:13.891Z,2024-01-15T00:00:00Z,"[""64878107796426455924522569428784439634643581180802305016316139710964038833720"", ""25270771256346093850285540120556557690458410374714002320673076402865293068927""]"
will-ramaswamy-place-2nd-in-the-2024-iowa-caucus,Will Ramaswamy place 2nd in the 2024 Iowa Caucus?,"[""Yes"", ""No""]",1717761.93417,2024-01-08T20:36:55.792Z,2024-01-15T00:00:00Z,"[""56518421738792629075650720815512829324685522602064974427948961748381559079562"", ""60782838405333186660715218133757150479360328743561685049201821697070760820544""]"
will-trump-place-2nd-in-the-2024-iowa-caucus,Will Trump place 2nd in the 2024 Iowa Caucus?,"[""Yes"", ""No""]",256271.357459,2024-01-08T20:37:20.358Z,2024-01-15T00:00:00Z,"[""42570970952496255129822520213039795026836998674477358201323313192977419433106"", ""81368923028588683363664815158491939231658912869735376028171585136019231390142""]"
will-desantis-place-2nd-in-the-2024-iowa-caucus,Will DeSantis place 2nd in the 2024 Iowa Caucus?,"[""Yes"", ""No""]",421868.34487300005,2024-01-08T20:38:54.281Z,2024-01-15T00:00:00Z,"[""14670352990513104407314153539422237922872902390903329157454269104568117507345"", ""22633889357280944587998387280487548734284459218558814047153807983234201190345""]"
will-someone-else-place-2nd-in-the-2024-iowa-caucus,Will someone else place 2nd in the 2024 Iowa Caucus?,"[""Yes"", ""No""]",555599.932,2024-01-08T20:39:31.553Z,2024-01-15T00:00:00Z,"[""79949908183842131237954280274952442517002135386471801160309404093122949632648"", ""77954961261819672415121860532955056415150162330236670410189563500008187523530""]"
will-nikki-haley-win-the-2024-republican-iowa-caucus,Will Nikki Haley win the 2024 Republican Iowa Caucus?,"[""Yes"", ""No""]",347771.35563199996,2024-01-08T22:49:46.49Z,2024-01-15T00:00:00Z,"[""13523137249951112077326627170171849224232457014547264934113561394395820729837"", ""72533010271707358997337486452568339152466306079239057707542099543623598377325""]"
will-ron-desantis-win-the-2024-republican-iowa-caucus,Will Ron DeSantis win the 2024 Republican Iowa Caucus?,"[""Yes"", ""No""]",148029.577626,2024-01-08T22:50:27.788Z,2024-01-15T00:00:00Z,"[""86310340463892808761555885404464858703674921413641666743158519143345039876260"", ""65111214729634157623188647372041896101599386869660843195579166954526145693789""]"
will-vivek-ramaswamy-win-the-2024-republican-iowa-caucus,Will Vivek Ramaswamy win the 2024 Republican Iowa Caucus?,"[""Yes"", ""No""]",299249.401222,2024-01-08T22:50:51.529Z,2024-01-15T00:00:00Z,"[""18433191915792646101247166107606453404733678661132071183781703914619466489571"", ""22213074373110585835507966090282284014551198097182367234404952728559161766938""]"
will-another-candidate-win-the-2024-republican-iowa-caucus,Will another candidate win the 2024 Republican Iowa Caucus?,"[""Yes"", ""No""]",139659.1225,2024-01-09T00:29:20.841Z,2024-01-15T00:00:00Z,"[""67645780249954665766850455990726907702099952073483246914993376484554208624459"", ""115556017359652309477860621841329543547318977667351515093118016442084818043851""]"
will-donald-trump-win-the-2024-republican-iowa-caucus,Will Donald Trump win the 2024 Republican Iowa Caucus?,"[""Yes"", ""No""]",269888.036751,2024-01-08T22:51:06.019Z,2024-01-15T00:00:00Z,"[""83453998843603156655372531560149660513970525568588142080837138459147559357126"", ""14842805236488572964913659954178218209923715975414335730670624045907892719942""]"
boeing-max-9-cleared-to-fly-by-friday,Boeing Max 9 cleared to fly by Friday?,"[""Yes"", ""No""]",9935.339364000001,2024-01-08T21:46:12.14Z,2024-01-12T00:00:00Z,"[""55620147592978836382840947373404336458629662770698330247941181897216578367305"", ""39319633303254387040608822010493417286076592767977829327848486298166554424900""]"
