slug,question,outcomes,volume,startDate,endDate,clobTokenIds
will-another-planes-cabin-door-blow-off-in-january,Will another plane's cabin door blow off in January?,"[""Yes"", ""No""]",3352.563469,2024-01-08T21:53:58.951Z,2024-01-31T00:00:00Z,"[""40460069643482163278498888411916007596694356843383818512877723838224632654095"", ""91997715764060399887311316899317581126082876477866832513452429956173718807437""]"
will-israel-invade-lebanon-by-january-20,Will Israel invade Lebanon by January 20?,"[""Yes"", ""No""]",61818.628205,2024-01-09T20:35:57.871Z,2024-01-20T00:00:00Z,"[""90270776269381166734049217225029501902080348388785559377507508772215080472905"", ""9699068674913882548717166644936322266019411396488345053734712000155400487635""]"
btc-price-40000-1-hour-after-etf-approval,"$BTC price <$40,000 1 hour after ETF approval?","[""Yes"", ""No""]",24026.124249,2024-01-09T22:35:05.316Z,2024-01-14T00:00:00Z,"[""28262017238912106802357250688889987992706093232254381150145828632142084764689"", ""104787674244511619304932352876334968602680386101633618247920093741927040500855""]"
btc-price-between-42500-45000-1-hour-after-etf-approval,"$BTC price between $42,500-45,000 1 hour after ETF approval?","[""Yes"", ""No""]",14359.479142,2024-01-09T22:35:50.233Z,2024-01-14T00:00:00Z,"[""74877517816716607704547550775104002406689041460561670464413989711589305979179"", ""42148148956717770743417599293487710089974451319771120165083812778353742776073""]"
btc-price-between-40000-42500-1-hour-after-etf-approval,"$BTC price between $40,000-42,500 1 hour after ETF approval?","[""Yes"", ""No""]",9341.505927999999,2024-01-09T22:36:06.301Z,2024-01-14T00:00:00Z,"[""10246549913932091413914204681054965854277852489149470439595454797139035107385"", ""5155928996550359420241428023862720588561985923662983195876546732279817184764""]"
btc-price-between-47500-50000-1-hour-after-etf-approval,"$BTC price between $47,500-50,000 1 hour after ETF approval?","[""Yes"", ""No""]",13271.114509,2024-01-09T22:36:20.968Z,2024-01-15T00:00:00Z,"[""32644838550205121085817389208417449829680012484128905272385580870811785090544"", ""22889975568680191530239300068867513487463186936174054180322858884012251054376""]"
btc-price-50000-1-hour-after-etf-approval,"$BTC price >$50,000 1 hour after ETF approval?","[""Yes"", ""No""]",23722.120464,2024-01-09T22:36:40.193Z,2024-01-15T00:00:00Z,"[""76413529597762073338279272847422360395007311469896773632125218815344087594975"", ""87180607608679428173706427523256105804182751222312038300347839385725440983739""]"
btc-price-between-45000-47500-1-hour-after-etf-approval,"$BTC price between $45,000-47,500 1 hour after ETF approval?","[""Yes"", ""No""]",12755.713825,2024-01-09T22:37:01.319Z,2024-01-14T00:00:00Z,"[""82878016478182062256721598607187455661077920887199486153439108543011754624710"", ""82625035011991063111650545255604113978965674993811363597059408333134277098824""]"
will-sec-delay-bitcoin-etf-decision,Will SEC delay Bitcoin ETF decision?,"[""Yes"", ""No""]",29174.389413999997,2024-01-09T22:33:35.547Z,2024-01-10T00:00:00Z,"[""87700123614293253135374694228611952292536515386915904595883840689208566415737"", ""105583385477898167512955539328757284652832964327474175917832062670729770824574""]"
bitcoin-etf-doesnt-get-approval-by-jan-15,Bitcoin ETF doesn't get approval by Jan 15?,"[""Yes"", ""No""]",27613.166095,2024-01-09T23:23:03.173Z,2024-01-15T00:00:00Z,"[""103947399955870830770036861867677549777439910934176015860999934981321075217264"", ""47206195171887031895766975514609241344988203188723316733939911639397834046650""]"
was-secgov-really-hacked,Was @SECGov really hacked?,"[""Yes"", ""No""]",258357.312431,2024-01-09T23:38:50.927Z,2024-01-12T00:00:00Z,"[""87226944957845844213558978518999124163067594848114444795181070041723786786731"", ""82625502442838575426526347789533819921689593157043994019054506066560774262379""]"
trump-margin-of-victory-in-iowa-caucus-20,Trump margin of victory in Iowa Caucus <20%,"[""Yes"", ""No""]",58933.875558,2024-01-11T18:49:06.826Z,2024-01-15T00:00:00Z,"[""18498603385083468852226405234006771735151910657593805408143479922916922535277"", ""80536047011340998443747131709553646075444851766603187424698452393217324741267""]"
will-trump-lose-the-2024-iowa-caucus,Will Trump lose the 2024 Iowa Caucus?,"[""Yes"", ""No""]",19806.269334,2024-01-11T18:49:42.574Z,2024-01-15T00:00:00Z,"[""87336483034709735454481572550279705246983976212685962355517167042768980849708"", ""104560276624828383057766968450060590078651542932870772476697113757046194513838""]"
trump-margin-of-victory-in-iowa-caucus-20-25,Trump margin of victory in Iowa Caucus 20-25%,"[""Yes"", ""No""]",55430.978938,2024-01-11T18:48:20.074Z,2024-01-15T00:00:00Z,"[""9921302158902229721472945626779827988857877615552329683246669852181218855314"", ""88285427903542900410047572544866240569285220194917987984291228335787076799029""]"
trump-margin-of-victory-in-iowa-caucus-25-30,Trump margin of victory in Iowa Caucus 25-30%,"[""Yes"", ""No""]",58545.832415000004,2024-01-11T18:50:19.553Z,2024-01-15T00:00:00Z,"[""96997218079185941998356144696783864822590439522040509953491014386238407189921"", ""96031395255350128493147082825751823956279400610549688028370278242843799654592""]"
trump-margin-of-victory-in-iowa-caucus-30-35,Trump margin of victory in Iowa Caucus 30-35%,"[""Yes"", ""No""]",74964.85853499999,2024-01-11T18:51:07.816Z,2024-01-15T00:00:00Z,"[""49602774028988829257360913863105865810189747816563725658625087775916891704633"", ""21892019166070542393744343345324201002665441624522099121331862467671272158789""]"
trump-margin-of-victory-in-iowa-caucus-35-40,Trump margin of victory in Iowa Caucus 35-40%,"[""Yes"", ""No""]",84533.105041,2024-01-11T18:51:51.984Z,2024-01-15T00:00:00Z,"[""77062198638238970866032449275114605400043638019162550281808060377205348323027"", ""74348369291448042000803274361543707414162716882232508906211472116790226483356""]"
trump-margin-of-victory-in-iowa-caucus-40,Trump margin of victory in Iowa Caucus >40%,"[""Yes"", ""No""]",84429.919685,2024-01-11T18:55:10.46Z,2024-01-15T00:00:00Z,"[""81681999501807157439319856427554056905494598029267051705504100302004597755295"", ""45060933080719478085533993705611108105385044414384451607249129063678042834067""]"
will-there-be-a-us-government-shutdown-by-jan-20,Will there be a US government shutdown by Jan 20?,"[""Yes"", ""No""]",124889.42578399999,2024-01-11T00:46:33.603Z,2024-01-20T00:00:00Z,"[""916652542787015485687061399240227024282948971589640746479868246882796456492"", ""62956416141882207814027925526012348691139937885341608873957025912214532706142""]"
will-musk-tweet-less-than-160-times-between-jan-10-16,Will Musk tweet less than 160 times between Jan 10-16?,"[""Yes"", ""No""]",5280.299486,2024-01-10T21:51:47.18Z,2024-01-16T00:00:00Z,"[""52161055987385456459452919426156131848577101404058559581631362251013995680002"", ""88401589800056188939121122460858407893362327381664158415132721512513586027273""]"
will-musk-tweet-between-160-225-times-between-jan-10-16,Will Musk tweet between 160-225 times between Jan 10-16?,"[""Yes"", ""No""]",5026.853066,2024-01-10T21:51:57.153Z,2024-01-16T00:00:00Z,"[""15033203810519672702963666257863397623443243785169988617748395760597265391030"", ""101386654584355764545721022784649887609334837619972400551495217607552883448040""]"
will-musk-tweet-between-226-300-times-between-jan-10-16,Will Musk tweet between 226-300 times between Jan 10-16?,"[""Yes"", ""No""]",2554.911427,2024-01-10T21:52:11.186Z,2024-01-16T00:00:00Z,"[""44100003299467987950905458395483705336184803878289475037414272455605753051721"", ""63005310488206384952183742225806130445240041430304617530911754225066874840683""]"
will-musk-tweet-between-376-450-times-between-jan-10-16,Will Musk tweet between 376-450 times between Jan 10-16?,"[""Yes"", ""No""]",1678.779229,2024-01-10T21:52:38.203Z,2024-01-16T00:00:00Z,"[""58451363158403881146751144875847133235908153919079660363386913904963319887958"", ""28502153074620986881244467843562040036298384007178621039479068287145264857360""]"
will-musk-tweet-between-451-525-times-between-jan-10-16,Will Musk tweet between 451-525 times between Jan 10-16?,"[""Yes"", ""No""]",1519.05555,2024-01-10T21:52:53.808Z,2024-01-16T00:00:00Z,"[""5730613580862842292863027877400046527803009961219084233073327635770274002912"", ""115201746333684088972745457134988873417601572366457421525036330840333934594210""]"
will-musk-tweet-between-301-375-times-between-jan-10-16,Will Musk tweet between 301-375 times between Jan 10-16?,"[""Yes"", ""No""]",2501.924603,2024-01-10T21:54:40.378Z,2024-01-16T00:00:00Z,"[""58362080343204006641862712672173771956205726743471090244027530551870815891028"", ""42745494952472543248982535689480143716291455610046407209104516533068767114841""]"
will-musk-tweet-more-than-525-times-between-jan-10-16,Will Musk tweet more than 525 times between Jan 10-16?,"[""Yes"", ""No""]",2788.708024,2024-01-10T21:55:01.337Z,2024-01-16T00:00:00Z,"[""13197167850231881575187770063108661675170697971637637413806485599417359660165"", ""71242981737568644545055255044599770708225863174034659808041795099046320838460""]"
will-ecuadorian-drug-lord-fito-remain-at-large-throughout-january,Will Ecuadorian drug lord Fito remain at large throughout January?,"[""Yes"", ""No""]",23984.545042,2024-01-10T22:22:53.047Z,2024-01-31T00:00:00Z,"[""42853687720159109542485545680095109383843203501789997100926415865109298790022"", ""20822484888815142542294154606599362272354328838692821745862433907547248033924""]"
will-they-find-another-jewish-tunnel-in-nyc-by-monday,Will they find another Jewish tunnel in NYC by Monday?,"[""Yes"", ""No""]",8795.432162,2024-01-10T21:55:11.92Z,2024-01-15T00:00:00Z,"[""94242042401405349800999787747172102050699742770697566404287159067735404484559"", ""78425152551055944157230270617676097369182795692691183432941392867684286497052""]"
btc-etfs-first-week-combined-aum-under-10-billion,BTC ETFs first week combined AUM under $10 billion?,"[""Yes"", ""No""]",604171.528768,2024-01-11T01:14:25.448Z,2024-01-19T00:00:00Z,"[""23227039880009735168368797727475823955309076994648267727149759621050923422732"", ""67939953118974073550160662689782863107740457088958528830240732823289687391585""]"
btc-etfs-first-week-combined-aum-between-10-30-billion,BTC ETFs first week combined AUM between $10-30 billion?,"[""Yes"", ""No""]",149306.39333700002,2024-01-11T01:14:40.392Z,2024-01-19T00:00:00Z,"[""84153216509123083671386678487731165844661106322769413177186644066806577869159"", ""82062931329179472359147218566930899510132177657432337705056421907878372589649""]"
btc-etfs-first-week-combined-aum-between-30-60-billion,BTC ETFs first week combined AUM between $30-60 billion?,"[""Yes"", ""No""]",109277.682058,2024-01-11T01:14:53.969Z,2024-01-19T00:00:00Z,"[""68057162773232784709584478198282738592674472035174198379158954794818472764653"", ""110843196083036322259168816328609885879293795741506306306725352921623479268273""]"
btc-etfs-first-week-combined-aum-over-60-billion,BTC ETFs first week combined AUM over $60 billion?,"[""Yes"", ""No""]",154511.208714,2024-01-11T01:15:10.791Z,2024-01-19T00:00:00Z,"[""91746004869662235666334796486262981828588651729447977756656169138950191488450"", ""69380601787981064008717988847843866359435247603035572738118386018360446222708""]"
musk-vs-zuck-apr-1,Musk vs. Zuck,"[""Musk"", ""Zuck""]",13098.851592,2023-08-11T17:38:26.379Z,2024-04-01T00:00:00Z,"[""81307047124835545892786711568633643256714386805394407053413169024263819237016"", ""92832135029196748420212843788910124866693729409848673096625693631380515875576""]"
will-zuck-ko-musk,Will Zuck KO Musk?,"[""Yes"", ""No""]",22721.943372,2023-08-11T20:00:28.994Z,2024-04-01T00:00:00Z,"[""83701942112495309674795710162365497255160962011776136947068550506794404736253"", ""13960513728955697345170152887791167447593886746422955720898883938696789593154""]"
will-trump-be-disqualified-from-californias-primary-ballot,Will Trump be disqualified from California's primary ballot?,"[""Yes"", ""No""]",2887.228099,2023-09-18T21:23:27.334Z,2024-03-04T00:00:00Z,"[""49328705667367446477714874899656281546579522710485782235629265643134657249544"", ""8750544901381559413143167261700356949497193520837838499183764366888680591101""]"
will-katie-porter-advance-from-the-2024-ca-senate-primary,Will Katie Porter advance from the 2024 CA Senate Primary?,"[""Yes"", ""No""]",23112.209573,2023-09-21T17:50:14.066Z,2024-03-05T00:00:00Z,"[""24357704358161646467751260334851266236587878325551871181567242428610816705794"", ""33418713418451187684958708653263037810068126027157062360040528899254747809447""]"
will-adam-schiff-advance-from-the-2024-ca-senate-primary,Will Adam Schiff advance from the 2024 CA Senate Primary?,"[""Yes"", ""No""]",137704.297417,2023-09-21T17:50:14.061Z,2024-03-05T00:00:00Z,"[""112247094647989176624221297012055294863885662689087533720904661059355085451849"", ""48907211531978602460310689984628238901766296426253849726480687023779773987414""]"
will-barbara-lee-advance-from-the-2024-ca-senate-primary,Will Barbara Lee advance from the 2024 CA Senate Primary?,"[""Yes"", ""No""]",4501.48,2023-09-21T17:50:14.059Z,2024-03-05T00:00:00Z,"[""47907754162192755053554747590763654492188156383253848225799385697180304038854"", ""10895143656992964561360251047192414755317892109566107899839103812681949014230""]"
will-laphonza-butler-advance-from-the-2024-ca-senate-primary,Will Laphonza Butler advance from the 2024 CA Senate Primary?,"[""Yes"", ""No""]",1110.0,2023-10-02T19:46:24.141Z,2024-03-05T00:00:00Z,"[""98744185280743327012493223392091245297817863481343699237031351443180751431229"", ""85207344949916769050002087188608093707688407901497614077071205292057536709001""]"
packy-vs-harry-tcs-london-marathon-who-beats-their-time-by-more,Packy vs Harry: TCS London Marathon - who beats their time by more?,"[""Packy"", ""Harry""]",2042.339601,2023-10-06T15:38:50.669Z,2024-04-21T00:00:00Z,"[""17948335775411723779907981172793117130279727269481455719885133126147088978585"", ""31538298780475178252736692292381761822678623969793217006972354792301660057851""]"
saudi-and-israel-peace-deal-by-march-2024,Saudi and Israel peace deal by March 2024?,"[""Yes"", ""No""]",148098.61451,2023-10-09T21:54:29.438Z,2024-03-31T00:00:00Z,"[""103669223482987719818674692747340348116395393083027786243111152516243488755142"", ""11877120579585318310855726253941741630325881472085802116404350854470247172958""]"
venezuela-oil-production-1-million-barrelsday-by-q1-2024,Venezuela oil production >1 million barrels/day by Q1 2024?,"[""Yes"", ""No""]",8565.052235,2023-10-20T16:56:34.075Z,2024-03-31T00:00:00Z,"[""42299174863459316977412160328175758352164944806297728655036304803875590572859"", ""20065922862261109905180006066298641979626582739390325375030289916789961137154""]"
will-putin-be-reelected,Will Putin be reelected?,"[""Yes"", ""No""]",384569.349864,2023-11-12T21:09:51.241Z,2024-03-17T00:00:00Z,"[""86213232338593327880925190898684232177943403874978044913506355380873844316836"", ""26020902637403123641129982936653566765484912688357773533067716960162410861825""]"
will-manchin-announce-presidential-run-by-mar-5,Will Manchin announce presidential run by Mar 5?,"[""Yes"", ""No""]",5666.282809,2023-11-15T19:40:43.406Z,2024-03-05T00:00:00Z,"[""84855437658675262895506639336120713981350017368063667706841987336599256338093"", ""78240928360958392288110653240909482808196448505863595907253231344746127030107""]"
will-openai-be-for-profit-by-march,Will OpenAI be for-profit by March?,"[""Yes"", ""No""]",7489.035411,2023-11-29T16:42:06.395Z,2024-03-31T00:00:00Z,"[""94708560670401414119568376076001385689547453792742041753049545194576847682833"", ""22346639381813033887589527033299881863202612414808409221833985960904427660016""]"
layerzero-airdrop-by-april,LayerZero airdrop by April?,"[""Yes"", ""No""]",139682.019306,2023-11-30T19:37:04.233Z,2024-04-30T12:00:00Z,"[""105326894443433364483920665141915694730379685449561855137994877831914527403595"", ""80793349032843253319675413145767044398724329668709483111334581934053873929235""]"
zksync-airdrop-by-april,zkSync airdrop by April?,"[""Yes"", ""No""]",102611.70383,2023-11-30T19:38:23.707Z,2024-04-30T12:00:00Z,"[""26767296579776318222099320423011157853667786060082569349836937657698019468993"", ""61454532540943903662067020516697175823202351897305841031561525905357688620476""]"
aleo-airdrop-by-april,Aleo airdrop by April?,"[""Yes"", ""No""]",29950.982287,2023-11-30T20:29:20.731Z,2024-04-30T00:00:00Z,"[""18713729321044430819922291576203057242081647424024596226086111035851437832947"", ""104271352877819832730080411775209731593329865505103275211527633857668042085819""]"
eigenlayer-airdrop-by-april,EigenLayer airdrop by April?,"[""Yes"", ""No""]",108133.396379,2023-11-30T20:22:10.016Z,2024-04-30T00:00:00Z,"[""79797378618555482928278179880943757260005755877538162641545000308661219524409"", ""33273741455435092422149706637200296551406704648223191391426534800678221833188""]"
opensea-token-by-may-1,OpenSea token by May 1?,"[""Yes"", ""No""]",10763.686362,2023-12-02T03:30:14.602Z,2024-05-01T00:00:00Z,"[""6757904932461823772375281468332517215952918948994128000523473365629027709537"", ""68516843878607617969476938132450111914673764518050501837028786865684312546601""]"
fed-rate-cut-by-may-1,Fed rate cut by May 1?,"[""Yes"", ""No""]",1608415.69825,2023-12-06T17:59:25.658Z,2024-05-01T00:00:00Z,"[""83851667680366640878188644192787571386317308170863196325961219248319212102172"", ""47650054389696980232450331908585421883508458288008373691474298469705688414635""]"
will-george-santos-announce-hes-running-for-congress-before-may,Will George Santos announce he's running for congress before May?,"[""Yes"", ""No""]",16200.0,2023-12-07T18:09:07.842Z,2024-04-30T00:00:00Z,"[""72132377896312396144334957791713668960248949199032918509083786837117142510109"", ""15441088239733046214948442756910174515038975079114801306036734645566134965308""]"
will-zelensky-remain-president-of-ukraine-through-march,Will Zelensky remain President of Ukraine through March?,"[""Yes"", ""No""]",172813.334139,2023-12-08T21:14:44.113Z,2024-03-31T00:00:00Z,"[""5007461622543478274912443091819114681921425989678221053159069120345773299265"", ""8189929207940808865579678218304412026027185125177587943144221630622002998194""]"
base-airdrop-by-may-1,Base airdrop by May 1?,"[""Yes"", ""No""]",14920.622756,2023-12-11T19:44:33.872Z,2024-05-01T00:00:00Z,"[""98504743821665061294613986608734339016952103348505265926640265198911862777603"", ""49222984753162840182990342533000997669976148791595847789010828285876711569515""]"
will-biden-be-impeached-by-march-31-2024,"Will Biden be impeached by March 31, 2024?","[""Yes"", ""No""]",37027.301095,2023-12-11T21:00:06.69Z,2024-03-31T00:00:00Z,"[""58499699066661565498614468437246548340562017448350821568465272596703204493202"", ""54111379201958606669790804205272652382065471954256341131348851792170310258386""]"
will-kanye-wests-song-everybody-reach-1-on-billboard-hot-100,"Will Kanye West's song ""Everybody"" reach #1 on Billboard Hot 100?","[""Yes"", ""No""]",15581.704339,2023-12-12T21:02:16.884Z,2024-04-01T00:00:00Z,"[""32452538639101043496608214628986221249721528170860591911069086542568194465977"", ""51705881745259693120175303400674597548090585868368617738343538955874912873056""]"
taylor-swift-engaged-by-april-1,Taylor Swift engaged by April 1?,"[""Yes"", ""No""]",126577.401005,2023-12-12T23:25:20.774Z,2024-04-01T00:00:00Z,"[""48364689705865190141386196946587625554976841512435686361474707661414550325501"", ""88644415337547467597560385362760042304092982873352867202798775049124139588559""]"
hunter-biden-arrested-before-april,Hunter Biden arrested before April?,"[""Yes"", ""No""]",224191.002165,2023-12-13T17:49:17.305Z,2024-03-31T00:00:00Z,"[""90911043846420765172640852062503631875382259959175085722671149792859162568988"", ""100649245336305712497450671339149024428708799978461825842387286680836294552323""]"
will-spacexs-3rd-starship-launch-reach-150km-before-april,Will SpaceX's 3rd Starship go higher than its prior launch before April?,"[""Yes"", ""No""]",3883.949359,2023-12-13T20:34:33.106Z,2024-03-31T00:00:00Z,"[""64000172264369659578692494520673565847432388622329273106376216577482613576319"", ""100467669282188301405571693092982773060930734418254842119332123653454488374295""]"
bitcoin-all-time-high-by-mar-31,Bitcoin all time high by Mar 31?,"[""Yes"", ""No""]",1279448.950618,2023-12-14T19:13:23.336Z,2024-03-31T00:00:00Z,"[""35209317505745968974662020300417770184091886657482588933673486036530030845993"", ""79202724925679443639505709713062062316081034392706362743836115333452874403146""]"
dune-2-bigger-opening-weekend-than-dune,'Dune 2' bigger opening weekend than 'Dune'?,"[""Yes"", ""No""]",36152.017161,2023-12-14T20:49:34.744Z,2024-03-04T00:00:00Z,"[""6813559915589817905193791599216418592600334339987030466502545320857541677985"", ""74312786155703797838319161109689805139771319670634475475523348236372626714039""]"
ethereum-spot-etf-approved-by-mar-31,Ethereum spot ETF approved by Mar 31?,"[""Yes"", ""No""]",58238.260846,2023-01-03T17:30:17.794Z,2024-03-31T00:00:00Z,"[""20409823440890580991858740982830079400388545011128140417359184672851498226541"", ""93952533116014414379230350868796176058698771395927379319122566995968615739087""]"
fed-rate-cut-by-march-20,Fed rate cut by March 20?,"[""Yes"", ""No""]",1907759.255828,2023-12-18T17:47:52.445Z,2024-03-20T00:00:00Z,"[""86577631964209970355247434978939435137296875644728113536842755166462163656779"", ""34550960322318723236491082133232958771159031221050053605017183514927024707498""]"
will-us-supreme-court-vote-to-reinstate-trump-on-colorados-2024-ballot,Will U.S. Supreme Court vote to reinstate Trump on Colorado's 2024 ballot?,"[""Yes"", ""No""]",244342.634796,2023-12-20T00:44:17.699Z,2024-03-05T00:00:00Z,"[""38888293815014190785489425634969942957486368638887535872738335252793754658960"", ""27666276552467421145568613668886543321173241407101873229172433108618218121289""]"
will-trump-appear-on-colorado-primary-ballot,Will Trump appear on Colorado primary ballot?,"[""Yes"", ""No""]",110449.13805899999,2023-12-20T00:49:49.753Z,2024-03-06T00:00:00Z,"[""53783171226358706577017360218671906566087443965345912391889694724566500372500"", ""96581076636191312933733184674872403625856453905155551302755828842338932368291""]"
ftx-claims-worth-75-on-the-dollar-by-end-of-q1,FTX claims worth >75¢ on the dollar by end of Q1?,"[""Yes"", ""No""]",1011.7798,2023-12-20T17:18:46.692Z,2024-03-31T00:00:00Z,"[""81031256054296730533581484648751445688131934242684046337879848444295545946726"", ""99959038445106857073808537404744827151997116457310109320848933151778751157289""]"
claudine-gay-out-as-harvard-president-before-april,Claudine Gay out as Harvard President before April?,"[""Yes"", ""No""]",37180.858707,2023-12-20T22:13:47.36Z,2024-03-31T00:00:00Z,"[""40586657714631217703360849887230744143732433323125611769677529180967596340074"", ""39100871996046605434322000548083760530908103450729470102667084820333488880730""]"
will-maersk-resume-shipping-through-red-sea-by-march-31,Will Maersk resume shipping through Red Sea by March 31?,"[""Yes"", ""No""]",1205.0,2023-12-21T17:26:08.791Z,2024-03-31T00:00:00Z,"[""76252149813396083502413064914849072878845759504971615010364869688067982518316"", ""41449897503507408172426841076710617581535293875540168439256938554885520597342""]"
will-joe-biden-be-president-of-the-united-states-on-april-1-2024,"Will Joe Biden be President of the United States on April 1, 2024?","[""Yes"", ""No""]",17900.943901,2023-12-26T20:38:01.827Z,2024-04-01T00:00:00Z,"[""88279039273849083893971356128309865400562526304126522270330609256045244793350"", ""94380136264706992306918448762165232022686844094846549172009397328442204294019""]"
another-ledger-leakexploit-by-mar-31,Another Ledger leak/exploit by Mar 31?,"[""Yes"", ""No""]",59540.343013,2023-12-28T21:39:23.192Z,2024-03-31T00:00:00Z,"[""105849854571614228454945946497428215415010130527897501071484004521752731669694"", ""52230751995555075179168186178473426777713024706831878150177097757314819058333""]"
2023-24-detroit-pistons-worst-nba-team-of-all-time,2023-24 Detroit Pistons worst NBA team of all time?,"[""Yes"", ""No""]",61463.880147,2023-12-28T18:21:04.973Z,2024-04-14T00:00:00Z,"[""3034927973463987456899714182944525425010608030217977429706399504276189054314"", ""60929904814202150125574427288491248909630624081053063487137840321650634288470""]"
north-korea-nuke-by-march-31,North Korea nuke by March 31?,"[""Yes"", ""No""]",151137.530168,2023-12-28T22:15:05.812Z,2024-03-31T00:00:00Z,"[""23946594257411663152329284787436595730286413893712385220042460764637058631498"", ""3220801235781796642761373677728032053814926626523904681973596715018267811593""]"
openai-settlement-with-nyt-by-march,OpenAI settlement with NYT by March?,"[""Yes"", ""No""]",17234.785331,2023-12-29T15:49:46.76Z,2024-03-31T00:00:00Z,"[""81429819484036632244030154923882471963200678125059261296375700701969932938736"", ""30032608685711423095084720785851535677127910864386178382274014623915388706503""]"
nyt-drop-openai-case-by-march,NYT drop OpenAI case by March?,"[""Yes"", ""No""]",9851.308013,2023-12-29T15:57:36.369Z,2024-03-31T00:00:00Z,"[""81081672655039082202012841080539291881651630896550951774123492476340385666497"", ""33475602953592317689298187456690262280322071017017595094781797795613452397262""]"
will-trump-appear-on-maine-primary-ballot,Will Trump appear on Maine primary ballot?,"[""Yes"", ""No""]",121016.42670399998,2023-12-29T22:50:28.415Z,2024-03-05T00:00:00Z,"[""104406930827040581306227717794754054274594069384981420824675657167574037404900"", ""21786402063564182198398867447960353415307490251551652076647190312865195269438""]"
paramount-mergeracquisition-in-q1,Paramount merger/acquisition in Q1?,"[""Yes"", ""No""]",6238.786514,2024-01-02T18:53:53.527Z,2024-03-31T00:00:00Z,"[""87072345429752286749041881130129645886997168225176628659006251218747525453122"", ""52101330390206201033916409037794251180229390379295638025191649540875791668083""]"
will-putin-remain-president-of-russia-through-march,Will Putin remain President of Russia through March?,"[""Yes"", ""No""]",99623.583928,2024-01-03T17:39:15.113Z,2024-03-31T00:00:00Z,"[""100335511331128114647631113641314655666058003791588571848453966145546948985509"", ""85685367236976095152558719177036097625890250326131012838894953162459979367083""]"
will-openai-release-gpt-4pt5-before-april,Will OpenAI release GPT-4.5 before April?,"[""Yes"", ""No""]",22042.760813,2024-01-05T16:32:19.222Z,2024-03-31T00:00:00Z,"[""59147716308135878237486202345921578370277737163954358775021328794777768209059"", ""47547618397868498381532290866392401851687885522958436893399195999857543539012""]"
will-anyone-from-the-epstein-documents-be-indicted-by-march-31,Will anyone from the Epstein documents be indicted by March 31?,"[""Yes"", ""No""]",27299.726299,2024-01-10T22:14:39.57Z,2024-03-31T00:00:00Z,"[""105960438431272575554509072859082976775396513162399711966158355945145582504935"", ""71549532763481929511451394438001029843502477039103498853756301876305702469888""]"
will-the-icj-find-israel-guilty-of-genocide-before-april,Will the ICJ find Israel guilty of genocide before April?,"[""Yes"", ""No""]",35978.359407,2024-01-11T16:00:34.289Z,2024-04-01T00:00:00Z,"[""114573969832112525809514718543502315515898487711687555003076861707063369830042"", ""50833081271676068127933222883099909487267580674331856953497069159622736709484""]"
will-oppenheimer-win-the-oscar-for-best-picture,"Will ""Oppenheimer"" win the Oscar for Best Picture?","[""Yes"", ""No""]",168512.62792499998,2024-01-16T17:44:00Z,2024-03-09T00:00:00Z,"[""60273188488567249578236236399738779238175470258075317162478721518134576588948"", ""81020263831421087673102913443029643626227184745754836460478996731165188093388""]"
will-poor-things-win-the-oscar-for-best-picture,"Will ""Poor Things"" win the Oscar for Best Picture?","[""Yes"", ""No""]",81772.245238,2024-01-16T17:44:00Z,2024-03-09T00:00:00Z,"[""101992915945045858267624023229191862057823347726854662393293624476152720987961"", ""37542500805781313961640513467873562163200034553046576137626565797627698366501""]"
will-killers-of-the-flower-moon-win-the-oscar-for-best-picture,"Will ""Killers of the Flower Moon"" win the Oscar for Best Picture?","[""Yes"", ""No""]",90746.289502,2024-01-16T17:44:00Z,2024-03-09T00:00:00Z,"[""14059450254559502248268420108717365075849876852829604067090372149857571665091"", ""84497204639950186816046935939370775242858001186505080636799261427204099358291""]"
will-barbie-win-the-oscar-for-best-picture,"Will ""Barbie"" win the Oscar for Best Picture?","[""Yes"", ""No""]",74684.976029,2024-01-16T17:45:00Z,2024-03-09T00:00:00Z,"[""51760505471524213633120853019782360259391217800736566039100358604142076390461"", ""98889412299121445269585796928729128869222532178305355316511530654173821709533""]"
will-the-holdovers-win-the-oscar-for-best-picture,"Will ""The Holdovers"" win the Oscar for Best Picture?","[""Yes"", ""No""]",24482.820595999998,2024-01-16T17:47:00Z,2024-03-09T00:00:00Z,"[""62570757924750180240032749630592162126597790329141013217050490066955266903473"", ""43581400534729048510783004798988850825771796937097166258607439650550404825335""]"
will-past-lives-win-the-oscar-for-best-picture,"Will ""Past Lives"" win the Oscar for Best Picture?","[""Yes"", ""No""]",12668.917605,2024-01-16T17:48:00Z,2024-03-09T00:00:00Z,"[""110026047989179560596452098881483920609857499183506831212607618539537959605488"", ""2738295533738882259357618381055746812882212328233154411125414237031406255700""]"
will-maestro-win-the-oscar-for-best-picture,"Will ""Maestro"" win the Oscar for Best Picture?","[""Yes"", ""No""]",30689.8,2024-01-16T17:49:00Z,2024-03-09T00:00:00Z,"[""73331175134661122229472172955718237544687371835044145637935437620051632797509"", ""114248472447924465411447057909679682206189179857328432696828457629908932514196""]"
